labels,text,translated_text
pt,"""Senti que se discordasse demasiado da Rosie perderia o meu emprego"", disse ela.","""내가 Rosie와 너무 많이 동의하지 않으면 직장을 잃을 것이라고 느꼈습니다.""라고 그녀는 말했습니다."
de,"Der Funkauslöser reagiert oft nicht richtig oder sehr verzögert. Man kann nicht viel erwarten. Wenn man sowas mal ausprobieren will, ok. Für den Profigebrauch abzuraten",무선 트리거는 종종 올바르게 반응하지 않거나 매우 느리게 반응합니다. 많은 것을 기대할 수 없습니다. 그런 것을 시도하고 싶다면 괜찮습니다. 전문가용으로 권장하지 않음
it,Una donna è a cavallo.,여자가 말을 타고 있습니다.
pl,Bóg na pewno nie istnieje.,신은 확실히 존재하지 않습니다.
el,Πολύ καλά όταν ήμουν στην Αγγλία πριν χρόνια και πήγα να μου αρέσει ο Σαίξπηρ και εσύ ξέρεις το στράτφορντ-On-Avon και όλα αυτά και ήταν σαν να μην μπορούσες να σταθείς μέσα του γιατί ήταν τόσο μικρό που τα ταβάνια ήταν τόσο κοντά . Σύντομη αλλά,아주 잘 몇 년 전 영국에 있을 때 셰익스피어를 좋아했고 Stratford-On-Avon과 그 모든 것을 알고 있었는데 너무 작아서 천장이 너무 가까워서 서 있을 수 없는 것 같았습니다. 짧지만
ur,میں نے دنیا کی زندگی میں میری پیروی کی ہے اور میں یہ خیال کرتا ہوں کہ اللہ تعالیٰ ان کی مدد کرے گا,나는 이 세상의 삶에서 나를 따랐고 알라가 그들을 도울 것이라고 믿습니다
zh,看古书还是繁体字，名著再加精美书法，一种享受。,"고서나 전통 문자를 읽고, 고전에 정교한 서예를 더하는 것은 즐거움입니다."
hi,"लेखा विषयों के अतिरिक ् त , निर ् देशिका सूची में कुछ ऐसी एजेंसियों या प ् रोग ् राम जो उदाहरण में प ् रयोग किया गया है या उसके मानकों के भीतर अद ् वितीय प ् रावधान है .",회계 주제 외에도 디렉토리에는 선례에서 사용되었거나 표준 내에서 고유한 조항이 있는 특정 기관 또는 프로그램이 나열됩니다.
sw,Makopo ya ya wanajaribu kufanya magazeti ya uh na uh na eneo lao chini kwa sababu wao uza ni kile wao alikuwa na kujaribu uza wakulima kwa ajili ya malazi kwa ajili ya wanyama wao .,당신의 깡통은 신문을 만들려고 노력하고 있습니다. 그리고 그들이 팔기 때문에 그들의 지역은 그들이 동물을 위한 숙박 시설을 위해 농부들에게 팔려고 노력해야 했던 것입니다.
th,คำพูด ดูเหมือน จะ ไม่ เกี่ยวข้อง กับ การ ที่ ฉัน ไม่ แม้แต่ จะ รับ ปัญหา ที่จะ ตอบ มัน,대답할 문제도 뽑지 않는다는 말은 무관해 보인다.
zh,布料较硬，所以久洗不变型。170/60，S正好，留作参考。,"직물은 상대적으로 단단하여 장시간 세탁해도 모양이 변하지 않습니다. 170/60, S가 딱 맞습니다. 참고용으로 보관하세요."
ru,"Это заголовок , который не беги в воскресной газете , предполагая , что , вопреки многим ответам на викторины , изображение клинтона в качестве воздыхания национального сатир закончилось .",그것은 많은 퀴즈 응답과 달리 클린턴을 국가적 풍자의 한숨으로 묘사하는 것이 끝났다는 것을 시사하는 일요일 신문에 실리지 않는 헤드라인입니다.
el,Στην γκίζα οι πυραμίδες έχουν μια παράσταση κάθε βράδυ στα αγγλικά .,기자에서 피라미드는 매일 밤 영어로 쇼를 합니다.
zh,烟机罩不够，还需要自己单买，200多，我见过最鸡贼的产品，再也不考虑这个牌子,"후드가 부족하고 별도로 구매해야합니다 200 이상, 내가 본 가장 도둑 제품, 다시는이 브랜드를 고려하지 않을 것입니다"
tr,"Bazı kanıtlar , Wtp ' in uzun süreli acı ve haysiyet ve kişisel kontrol kaybı ile ilgili bir riski önlemek için , ani ölüm ' ün ( aynı büyüklükte ) bir riski önlemek için wtp daha büyük olduğunu öne sürüyor .",일부 증거는 Wtp가 급사(동일한 크기)의 위험을 피하고 장기간의 고통과 존엄성 및 개인 통제력 상실과 관련된 위험을 피하기 위해 wtp보다 크다는 것을 시사합니다.
tr,"Filmin kahramanları , bebekleri ile sistemden kaçan ve geleneksel bir aile gibi yaşamaya devam eden bir erkek ve kadın .",영화의 주인공은 아기와 함께 제도에서 벗어나 전통적 가족처럼 살아가고 있는 남녀다.
ja,派手な液晶ズレの為返品しました。 完全に斜めについてます。 見ればすぐわかるので、メーカーのチェック体制を疑いますね。,"화려한 액정 어긋남 때문에 반품했습니다. 완전히 대각선에 대해. 보면 곧 알기 때문에, 메이커의 체크 체제를 의심하네요."
ar,"مع ثبات ملحوظ , تسلق القراصنة كل الطريق , مرتين , فقط لسلب سان الالمانية .",놀라운 인내심으로 Buccaneers는 German San을 강탈하기 위해 두 번 끝까지 올라갔습니다.
bg,"той също така разшири тайната полиция , която сега възлиза на около 80,000 80,000 офицери .","그는 또한 현재 약 80,000 80,000 명의 장교로 구성된 비밀 경찰을 확장했습니다."
bg,да не би да имаш предвид лют пипер ?,매운 고추 말씀이세요?
th,นี่ เป็น เพราะ จะ มีปัญหา ไซ ต์ ทั่วไป หลาย เรื่อง ที่ ต้อง จ่าง และ ออกแบบ มา เพียง ครั้ง เดียว,한 번에 해결하고 설계해야 하는 일반적인 사이트 문제가 많기 때문입니다.
es,"Muy buenos los auriculares en cuanto al sonido, pero el casco derecho dejo de funcionar a los 6 días.",헤드폰은 소리면에서 매우 좋지만 오른쪽 헬멧은 6 일 후에 작동을 멈췄습니다.
zh,不喜欢，不值得。 首先998元价格太贵 其次翻页会闪屏，很不舒服 再次资源很少，还有错别字，我花钱买的书还有错别字，简直不能接受 充电麻烦，没有充电器，只能USB接电脑充电。 WIFI响应感觉很慢，感觉一点也不高端。,"좋아하지마, 그럴 가치가 없어. 우선 998위안이라는 가격이 너무 비싸다 둘째 페이지를 넘길 때 화면이 깜빡거린다 매우 불편하다 셋째 자원과 오타가 적다 요금이 부과된다. WIFI 응답이 매우 느리게 느껴지고 전혀 고급스럽지 않습니다."
es,"Aunque aún es pronto porque una noche no sirve para contrastar, lo cierto es que a priori es un colchón muy cómodo. El envío fue muy rápido.","1박은 대비가 안되기 때문에 아직 이르지만, 사실은 선험적으로 매우 편안한 매트리스입니다. 배송은 매우 빨랐습니다."
ja,使い出して1ヶ月も経たずにまともに充電できなくなりました。 携帯を置くと充電を始めるのですが、すぐに充電完了の表示になってしまい 役に立ちません。お金の無駄です。,"사용하고 1개월도 지나지 않고 제대로 충전할 수 없게 되었습니다. 휴대폰을 두면 충전을 시작합니다만, 즉시 충전 완료의 표시가 되어 버려 도움이 되지 않습니다. 돈 낭비입니다."
de,"Leute , Lass die Finger davon.Ich würde es keinem empfehlen.Zuerst wurde das falsche Regal geliefert.Obwoh ich das Regal geschickt hab bekomme ich mein Geld nicht zurück.Seid über eine Woche will ich wissen ob es angekommen ist keiner antwortet!!!",얘들아 손대지마 아무한테도 추천하지 않을꺼야 처음에 선반이 잘못 배송됐어 선반을 보냈는데도 돈을 못돌려줘 도착했는지 알고싶었어 일주일 넘게 아무도 대답을 안해!!!
zh,没用多久，顶部的配件就掉了，这伞不便宜，质量还一般，失望,오래 걸리지 않았고 상단의 액세서리가 떨어졌습니다. 이 우산은 저렴하지 않습니다. 품질은 평균이며 실망 스럽습니다.
nl,Mensen rijden en peddelen een vlot.,사람들은 뗏목을 타고 노를 젓습니다.
nl,Een vrouw roert twee eieren in een glazen schaal.,한 여성이 유리 그릇에 달걀 두 개를 휘젓고 있습니다.
el,Ο Νταν νταν έμεινε άφωνος και ο Τζον Δεν περίμενε για απάντηση .,Dan dan은 말이 없었고 John은 대답을 기다리지 않았습니다.
el,"Το Μουσείο Τέχνης του λος ' ντζελες ( 5905 γουίλσιρ boulevard ) , το μεγαλύτερο μουσείο της πόλης , βρίσκεται δίπλα .",도시에서 가장 큰 박물관인 로스앤젤레스 미술관(5905 Wilshire Boulevard)이 바로 옆에 있습니다.
it,Il presunto assassino di poliziotti e' morto per un colpo alla testa,경찰 살인 혐의로 머리에 타격을 입어 사망
tr,Oda fiyatı kahvaltı içerir .,객실 요금에는 조식이 포함되어 있습니다.
vi,Nhưng bạn cũng sẽ vui vẻ leo núi trong rừng và những phong cảnh rocky giữa huelgoat và róc tr ? ? ? Ve ? Zel và khám phá đất nước của người thời tiền sử xung quanh xe ? Nac và các giáo xứ nổi tiếng đang đóng ( Enclos paroissiaux ) .,그러나 휴엘고트와 슬러시 사이의 숲과 바위가 많은 풍경에서 재미있는 등반을 하시겠습니까? ? ? 그리다 ? 젤과 차를 타고 선사시대 사람들의 나라를 탐험? NAC와 유명한 본당이 폐쇄됩니다(Enclos paroissiaux).
ru,"Что вы мне здесь даете : розовый , ярко-зеленый , ярко-оранжевый , яркая бирюза .","여기에서 나에게 무엇을 제공하고 있습니까? 분홍색, 밝은 녹색, 밝은 주황색, 밝은 청록색."
ur,خدمت کی خدمات,서비스 서비스
el,Ναι και να περάσεις μια μέρα κάνοντας αυτό είναι πραγματικά ωραίο εννοώ δεν είναι πολλά γιατί απλά κάνεις ένα σπίτι κάθε φορά αλλά ξέρεις ότι κάθε λίγο βοηθάει,"네, 그렇게 하루를 보내는 것은 정말 멋진 일입니다. 한 번에 한 집씩만 하고 있기 때문에 그다지 많지는 않지만 조금씩 도움이 된다는 것을 알고 있기 때문입니다."
