id,inputText,lang,confidence
3667,Hereinafter referred to (both jointly and each of them separately) as: the account holder .,en,0.94797254
3668,• Lab-on-a-chip,en,1
3669,Diet Lemonade),en,0.67123145
3670,"Government, as the legitimate provider of people’s basic living shoulders the obligatory responsibilities in creating the wide-ranging happiness for citizens.",en,1
3671,fete-day,en,0.83680946
3672,1 Platycodon grandiflorus...,en,0.6180368
3673,Bralettes,en,0.6876265
3674,This course requires payment of an acceptance deposit GBP 1000.00 to secure your place.,en,1
3675,ค.66),th,1
3676,LCL Consolidator,en,0.84665626
3677,There is lots of snow.,en,1
3678,beige dress,en,0.92955893
3679,– It has to keep its carbon,en,1
3680,CUM...,en,0.72584856
3681,A Fortiori,la,0.90099794
3682,Geen 9 tot 5 mentaliteit.,nl,0.9687275
3683,iPhone SE (2022),en,0.46207348
3684,•Notification of parent/guardian,en,0.97695065
3685,"The various analogues of tetracycline produce different color changes, for instance chlortetracycline produces a slate grey color and oxy-tetracycline causes a creamy discoloration.",en,1
3686,Help Debalina understand how they’re doing:,en,1
3687,CHIEF PROCESSING OFFICER,en,0.97971326
3688,541.633 OMR,en,0.95810807
3689,Gemeni,ro,0.9811665
3690,Dan Byrd,ms,0.77178586
3691,11.07 SAR,en,0.8635171
3692,"\""You know that I'm not paying attention to anyone aside from you and our professors right?\"", he continued.",en,1
3693,• approved for use in patients with HFrEF and NYHA Class II-IV symptoms.,en,0.97817373
3694,<real>54.180511474609375</real>,en,0.8818672
3695,Our Primary Care Network is commissioned to deliver new services.,en,1
3696,RST) - Defects Report 1608 - New Model Spare,en,1
3697,BlackY & Risa Yuzuki「Lemonade Fizz」Lyrics,id,0.19989994
3698,"Dekujeme, DPD",id,0.54646134
3699,merci pour le virement de 200€ que nous avons bien reçu pour 2023.,fr,1
3700,Tfasily,mg,0.75315934
3701,Heliamphora,"['st', 'hmn']","[0.5703125, 0.4296875]"
3702,prima-tac1e,hr,0.36387226
3703,buna,az,0.5444015
3704,"𝗌𝗈 𝖽𝖺𝗋𝗄, 𝗁𝗂𝗌 𝗐𝖺𝗌 𝗅𝗈𝗇𝖾𝗅𝗒 𝖺𝗇𝖽 𝖺 𝗏𝖾𝗋𝗒 𝖼𝗈𝗅𝖽, 𝗍𝗁𝖾 𝗌𝗎𝗇 𝗐𝖺𝗇𝗍𝖾𝖽 𝗍𝗈 𝗁𝖾𝗅𝗉 𝗁𝗂𝗆, 𝖻𝗎𝗍 𝗌𝗁𝖾 𝖿𝗈𝗋𝗀𝗈𝗍 𝗍𝗁𝖺𝗍 𝗌𝗁𝖾 𝗐𝖺𝗌 𝗂𝗇 𝗉𝖺𝗂𝗇 𝗅𝗂𝗄𝖾 𝗁𝗂𝗆.",en,1
3705,SATCOM,en,1
3706,"Generic Voltaren Emulgel contains the active ingredients diclofenac, and is classified as a non-steroidal anti-inflammatory analgesic treatment.",en,0.9860987
3707,"she stood and gazed into it,",en,1
3708,UNORTHODOX,en,1
3709,Place body stitches back on needles.,en,1
3710,Visas issued onboard may include a service fee and prices are subject to change.,en,1
3711,Veal steak with mushroom sauce,en,1
3712,Landist,en,0.8697583
3713,Same 🤦🏼‍♂️,en,1
3714,Management of inventory,en,0.98204625
3715,youuuuuuu fantastic,om,0.66369677
3716,• chlorinated PVC (CPVC) pipes which can withstand higher temperatures up to 1200 (used to carry hot water).,en,1
3717,•Intox Recreation Coro.,en,0.9836865
3718,"At this moment, he was close, and the sound of the two people’s conversations clearly reached his ears.",en,1
3719,Coordination Br,en,1
3720,why im so sad,en,1
3721,Primary Objective(s): look after Mrs.,en,1
3722,skundas,lt,1
3723,Writing contests are a great way for high school students to showcase,en,1
3724,apper.BusiP01Mapper.insert-l,no,0.75308114
3725,"\""date\"" : \""2022-06-03 19:04:43.57 +0800\"",",en,1
3726,Allianz w,en,0.58686644
3727,58 consultant,en,1
3728,"Dear Adel Bakheet Eidha Saleh Almenhali, 60000 Savings Bonds at value of AED 600000 is in the process of being transferred to your account number 1080131 with National Bonds Corporation from Dubai Islamic Bank.",en,0.9598176
3729,rare prayer beads,en,1
3730,At interest-,en,1
3731,porno skank bitch!,en,0.53937066
3732,46]55]000,en,0
3733,RIR,en,0.765873
3734,"Ge mig tid\""",sv,1
3735,8.37£,en,0
3736,C. heat and light,en,1
3737,"2C9, and 3A4 isoenzymes.",en,0.9863925
3738,34.33,en,0
3739,Foam 10% of Urea 150ml,en,1
3740,duties,en,1
3741,"7][8][9] Support for this \""manipulation hypothesis\"" stems from studies showing that T. gondii-infected rats have a decreased aversion to cat urine.[",en,0.9819506
3742,Planogram,en,0.79188466
3743, Treatment of hyperglycemia,en,1
3744,• summarizes CVs for easier evaluation by the HR Supervisor and departmental heads.,en,1
3745,Yard Force M0E-16ET-410 Heckenschere,"['de', 'en']","[0.3669889, 0.33471283]"
3746,"Microchips,",en,1
3747,4.2 Intentional Ambiguity Caused by Words...................................9,en,1
3748,¡proteoglycan,en,1
3749,25/06 KL.04:00,en,0.7388451
3750,99.95€,en,0
3751,O 25,en,0.703125
3752,Free Generic Box,en,0.9882845
3753,Aneelaaaa ????,"['haw', 'mi']","[0.4440245, 0.37136212]"
3754,Mixer: 9000,en,1
3755,Cem Fitness Club,de,0.23939922
3756,DEVELOPMENT AND,en,1
3757,Dear maintainer:,en,1
3758,Harry began to speak.,en,1
3759,Tactile localization,en,1
3760,Wannacry,en,0.98955613
3761,(Roma 13:1) Sivuya kakhulu kuba ngoku siza kukwazi ukushumayela iindaba ezilungileyo ezingoBukumkani bukaThixo kubamelwane bethu nangezinye iindlela!,xh,0.98913056
3762,privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjU0MzM1NTA0LCJjYWxsc2l0ZV9pZCI6Nzk2MTcwNzM0NTY5ODY0fQ%3D%3D&refid=9,en,0.3084804
3763,You probably get poisoned if you eat this kind of,en,1
3764,Do you speak any other languages?,en,1
3765,ಇತ್ತೀಚಿನ,kn,1
3766,ilL,en,1
3767,You give her a polite smile and bow while walking past her.,en,1
3768,Anderson III / Cynthia Vassor / Ainhoa Pillet / Lucas Cheney / Kyle Lowry / Brandon Brigman / Sumier Mention / Charles Massey / Andrew Aninsman / Charles W Harris III / Chelsea Marie Marlowe / Vladimir Pavlovic / Jackie Watkins / Mark Jackson / Dahmier Meadows / David Cirino Jr.,en,0.318699
3769,I have been notified through colleagues that you require a mobile enrolment (Hospital Visit) for the above named person who is an inpatient at Great North Children’s Hospital.,en,1
3770,Still Lisa POV,en,0.8880794
3771,He sighed once more.,en,1
3772,middle finger salute,en,0.9232972
3773,"Consist of: capsule, stroma and parenchyma",en,1
3774,"Chlamydia (chlamydophila), Rickettsia and Mycoplasma",en,0.8564402
3775,4 you for 12 hours!!.,en,1
3776,ikkk sarcasm sped,"['en', 'hi']","[0.62524647, 0.3638074]"
3777,Aaron Aaron,es,0.53458375
3778,- Believe in value addition of the routine work being performed in Conventional ways. - Attended ISO training,en,1
3779,Kadhmayn,so,0.7451646
3780,Ibn Arabi then also discusses how the spiritual world started.,en,0.96050036
3781,Im ok im finally done,en,0.926513
3782,Monday 6/6-Regular School Day,en,1
3783,Are time blackholes I’m more focused on my real life projects and realities.,en,1
3784,"Don't just ignore this because in the Bible it says if you deny Him, He will deny you in front of His Father in the Gates of Heaven.",en,1
3785,Brownie Fiesta Camara,pl,0.25147715
3786,# 5 Flat Top,en,0.9604395
3787,Sometimes you actually look handsome and all my bother people because they thought you were ugly because you were ugly you know two days ago.,en,1
3788,"When eating at a restaurant, there are behaviors that are acceptable and not acceptable.",en,1
3789,5:6).,en,0
3790,serves as a great example of how Chinese baked goods have accepted different cultures.,en,1
3791,I’m afraid I won’t​B.,en,1
3792,Nutrient deficiencies cause diseases and can have negative effects on our health.,en,1
3793,"The early learning coalition will review your application within 20 days and respond to you by telephone, email or mail.",en,1
3794,morsmorde,sv,0.36880705
3795,"●I am thirty-eight years old and I am from Monteria., my hometown.",en,1
3796,Regel direct,nl,0.47894928
3797,We are hiring for both Full Time and Part Time positions which may include:,en,1
3798,Stella: Last and not lease.,en,1
3799,portcullis,la,0.85152656
3800,Common barriers,en,1
3801,Basal cell carcinoma (BAY-zul CEL kar-si-NOH-mah) is the most common and the least severe type of carcinoma (Figure 11–26).,en,0.9853365
3802,out-of-line,en,1
3803,397.50,en,0
3804,")**􏰅􏰆􏰓􏰅$ &'􏰑 #! !,#􏰂)􏰄*􏰅 􏰛􏰃􏰆 %􏰅􏰃%*􏰅 )􏰓􏰅􏰘 􏰈􏰏􏰋􏰐 +􏰅)􏰆!",en,0
3805,I'm gonna freaking kill you in a few days and I'm gonna find ya,en,1
3806,"Adherence to the medical regimen continues to rank as a major clinical problem in the management of patients with essential hypertension, as in other conditions treated with drugs and life-style modification.",en,1
3807,ventt,en,0.3021368
3808,Follow-Up,en,1
3809,goodnight te amo,pt,0.32405913
3810,"\""J\"" Monograms 24\"" x 24\"" / matte-black",en,0.9873734
3811,Asma (Klinio),el,0.31369647
3812,$1.66$1.66,en,0
3813,– sidehaslossofpainand temperature below lesion,en,1
3814,The supposition of such illegal violence on the part of M.,en,1
3815,ROM RAD,sk,0.18303514
3816,"If you intend to apply, you will need your original CAS number, which you used to apply for your current visa and relates to your completed course, and this is included in this email.",en,1
3817,"Deadline: Day room 10:00 AM , Night room 08:00 PM",en,0.9826102
3818,Hcuh,en,0.39935443
3819,"Go Kurosawa, Tomo Katsurada & Kotsuguy",ja,1
3820,majestically as the pinnacle of American achievement-,en,0.94410384
3821,Si Mami I like both,en,0.8865805
3822,Verbo,pt,0.4396887
3823,I say with a smile as origami blush a little bit but smile back at me.,en,1
3824,"One was pointing to the door, the other was straightening the collar of her shirt while fluffing out her hair.",en,1
3825,Hot water pipes shall be insulated with closed cell rubber insulation.The pipes shall be surface or embeded.The pipe hangers shall be nickel chrome clevis type as per Grinnel co products specifications or approved equal.The item works shall be complete with valves & accessories.,en,0.9873734
3826,"5,50лв.",bg,0.76346916
3827,"Their heads were hidden under the thick leafy cover, mumbling something or other about the taste of one blueberry or the ants crawling “in me shirt!”",en,1
3828,Coniston Cut Plug 'A' Blend,en,1
3829,Complete the sentences with the words in their proper forms.,en,1
3830,"attachment_id=110 Wed, 08 Aug 2012 10:06:26 +0000 Wurtzi http://www.roxburyjk.fi/wp-content/uploads/2012/08/IMG_4290.jpg 110 2012-08-08 13:06:26 2012-08-08 10:06:26 open open img_4290 inherit 47 0 attachment 0 http://www.roxburyjk.fi/wp-content/uploads/2012/08/IMG_4290-e1344443132447.jpg _wp_attached_file 2012/08/IMG_4290-e1344443132447.jpg _wp_attachment_metadata a:6:{s:5:\""width\"";s:3:\""750\"";s:6:\""height\"";s:3:\""500\"";s:14:\""hwstring_small\"";s:23:\""height='85' width='128'\"";s:4:\""file\"";s:35:\""2012/08/IMG_4290-e1344443132447.jpg\"";s:5:\""sizes\"";a:0:{}s:10:\""image_meta\"";a:10:{s:8:\""aperture\"";s:2:\""10\"";s:6:\""credit\"";s:0:\""\"";s:6:\""camera\"";s:15:\""Canon EOS 1100D\"";s:7:\""caption\"";s:0:\""\"";s:17:\""created_timestamp\"";s:10:\""1342284387\"";s:9:\""copyright\"";s:0:\""\"";s:12:\""focal_length\"";s:2:\""18\"";s:3:\""iso\"";s:3:\""100\"";s:13:\""shutter_speed\"";s:5:\""0.004\"";s:5:\""title\"";s:0:\""\"";}} _wp_attachment_backup_sizes a:15:{s:9:\""full-orig\"";a:3:{s:5:\""width\"";s:4:\""4272\"";s:6:\""height\"";s:4:\""2848\"";s:4:\""file\"";s:12:\""IMG_4290.jpg\""",en,1
3831,"1,098,903",en,0
3832,"ICD-10: 099.212: Obesity complicating pregnancy, second trimester",en,1
3833,"$4\""F$<\""(4%'(0*%Q)(0%:4:3:$//5%J\""9*)3* J*0(?)",en,1
3834,"Body: 68% polyester, 30% rayon, 2% polyurethane; Ribbed Portion: 64% polyester, 34% rayon, 2% polyurethane",en,1
3835,flapper.,en,1
3836,"When I am sad/down, he is always there and tries to make me happy.",en,1
3837, Membrane potential: separation of opposite charges across the plasma membrane difference in the relative number of cations (+ve) & anions (- ve).,en,0.98689204
3838,"The panel of elastic that unites the two parts on either side, responsive air bubble technology, and ultra cushy foam padding certainly have something to do with why they're so comfortable all day long.",en,1
3839,• Regulating air navigation,en,1
3840,ETHOS,en,1
3841,"Roumingis Internetpaketebis shesadzenad akripet *137# OK, an etsviet portals: Mymagti.com",en,0.14702794
3842,︎𝐵𝑒𝑎𝑢𝑡𝑖𝑓𝑢𝑙 𝐺𝑖𝑟],en,0.93604416
3843,Thanks for the cache!,en,1
3844,Notice of Revision of Monthly Instalment Amount,en,1
3845,He has a lot of money B.,en,1
3846,Individual mounting (mm),en,1
3847,"If you are a project team and want to commence your initial token sale here, submit a request below.",en,1
3848,"\""RIIIS",et,0.3435517
3849,"hl=it\"" hreflang=\""it\"">",en,0.8817392
3850,Toy Bonnie said.,en,0.9788341
3851,"Manasul tea should be drank after dinner, we recommend to take it only once a day.",en,1
3852,medicin?,da,0.73828125
3853,"Composers are made of fire.\""",en,1
3854,"\""Why did you squeal?\""",en,1
3855,Raised- seat height higher by about 2.5 cm.,en,0.9898619
3856,Till Monday,en,0.93116456
3857,"Lives in Xenia, OH",en,1
3858,clr=beige&colourWayId=200756769&cid=4910,en,0.849445
3859,"Time: Jun 27, 2022 12:15 PM Central Time (US and Canada)",en,0.93584657
3860,Rouge: (smirk) Anything that you can think of?,en,1
3861,Pamela is preparing snacks.,en,1
3862,Holige.,kn,0.5067893
3863,Ditt användarnamn och lösenord är:,sv,1
3864,"Informally, it means ‘to tolerate’ and, in this sense, it is mostly used in the negative form.",en,1
3865,>>60,en,0
3866,Keep Sharing 以144号 （4:44)-朴春(1,zh-CN,0.9175692
3867,person-internal,en,1
3868,esperanto,en,0.6961691
3869,Mesosphere: 50 to 80 km,en,0.82137364
3870,3- Circular Linked List: Last node of the list linked back to the first node of the list.,en,1
3871,LN 7.,en,1
3872,"\""Two years ago, cancer asked me: 'What is really important?",en,1
3873,"The boys did not like it, but they always did it.",en,1
3874,Some people think it is taboo for a couple to have children before getting married.,en,1
3875,AMGy,cy,1
3876,B)She was caught in a hurricane.,en,1
3877,2️⃣ Buy Set and get the special gifts for 1️⃣ AND “The Art of Proof” triptych photo (Only available during pre-order period),en,1
3878,“its DARE”,en,1
3879,"The purpose of this assessment was to review the progress of your injury, and to determine if you have sustained any degree of permanent impairment.",en,1
3880,maligns,en,1
3881,Listening comprehension(听力理解): (共 20 分),zh-CN,0.9390424
3882,Please find details regarding your course timetable below:,en,1
3883,"S'ha modificat la data de la cita prèvia amb codi: H6S1NDJHJ-1, la nova data és: 20/06/2022",ca,1
3884,"I MISS YOU SO MUCH, even if you've only been gone a day or two.",en,1
3885,"\""re",en,1
3886,baïnbl,vi,0.7661731
3887,ext Level,en,1
3888,5. to see plan,en,1
3889,Dongoat,fy,0.3643355
3890,Solvent + solute = solution,en,1
3891,"Where would I be today if anyone could have recorded \""Hound Dog,\"" and",en,1
3892,"chicken thighs file tempura, lettuce, caesar sauce, grana",en,0.7342459
3893,InovcationHandler,sk,0.88835293
3894,B.travel,en,0
3895,artevsg,en,0.41903412
3896,Does Not Meet Not Tested Recorded,en,1
3897,Companion 1.3.0,en,1
3898,preferences,en,0
3899,https://www.parliamentlive.tv/Event/Index/d51714bc-eec6-4f0f-8444-47571987d361,en,0
3900,"Dimensions: lenses 52 mm, bridge 22 mm, temples 145 mm.",en,0.9872377
3901,Uses class time effectively; works independently; completes homework and assignments on time.,en,1
3902,Then read the sentences.,en,1
3903,erthequestions(根据短文内容完整回答下列问题):(12分) Readers’ Comments And Opinions,zh-CN,1
3904,􏰥􏰔􏰌 􏰔􏰊􏰂 􏰉􏰌􏰒􏰈􏰉􏰉􏰌􏰄􏰓 􏰊􏰓􏰓􏰊􏰒􏰦􏰂 􏰇􏰙,en,0
3905,Zephania's POV ~,"['sk', 'en']","[0.42927548, 0.41555193]"
3906,imo -mbl mydak.,en,0.8349836
3907,Arturo Fuente Fuente Fuente,es,0.97815037
3908,"unnecessary or not verified, considering the legal limitations and exceptions;",en,1
3909,2. ...... inconsistent,en,1
3910,• symptoms last more than 7 days or clear up and occur again within a few days,en,1
3911,Cricut EasyPress 2 varmepresse (30 x 25 cm),en,0.62884885
3912,16#1003 = 04099,en,0
3913,Tamir-SharpSsh-SshBase.ConnectSession(Int32tepPort›,en,0.9423643
3914,"Also I know that you had to spend a little bit of money to keep everything rolling there so your mom and I would like to send you Venmo $200 so that you didn't have to do this out-of-pocket again thank you so much, and love you!",en,1
3915,- 1 oz/ 30 mL Caffeine Solution 5% + EGCG,en,0.95183605
